codigo_sii,actividad_sii,mcc,categoria
941200,ACTIVIDADES DE ASOCIACIONES PROFESIONALES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
949901,ACTIVIDADES DE CENTROS DE MADRES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
960320,SERVICIOS DE CEMENTERIOS,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
990000,ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,7399,SERVICIOS COMERCIALES (NO CLASIFICADOS EN OTRA PARTE)
869091,OTROS SERVICIOS DE ATENCIÓN DE LA SALUD HUMANA PRESTADOS POR EMPRESAS,4119,SERVICIOS DE AMBULANCIA
711001,"SERVICIOS DE ARQUITECTURA (DISEÑO DE EDIFICIOS, DIBUJO DE PLANOS DE CONSTRUCCIÓN, ENTRE OTROS)",8911,"SERVICIOS DE ARQUITECTURA, INGENIERÍA Y TOPOGRAFÍA"
711002,EMPRESAS DE SERVICIOS DE INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA ,8911,"SERVICIOS DE ARQUITECTURA, INGENIERÍA Y TOPOGRAFÍA"
711003,SERVICIOS PROFESIONALES DE INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA ,8911,"SERVICIOS DE ARQUITECTURA, INGENIERÍA Y TOPOGRAFÍA"
749001,ASESORÍA Y GESTIÓN EN LA COMPRA O VENTA DE PEQUEÑAS Y MEDIANAS EMPRESAS,7278,SERVICIOS DE ASESORAMIENTO: COMPRA Y VENTA DE BIENES
692000,"ACTIVIDADES DE CONTABILIDAD, TENEDURÍA DE LIBROS Y AUDITORÍA; CONSULTORÍA FISCAL",8931,"SERVICIOS DE CONTABILIDAD, AUDITORÍA Y TENEDURÍA DE LIBROS"
850011,ENSEÑANZA PREESCOLAR PÚBLICA,8351,SERVICIOS DE CUIDADO INFANTIL
850021,ENSEÑANZA PREESCOLAR PRIVADA,8351,SERVICIOS DE CUIDADO INFANTIL
582000,EDICIÓN DE PROGRAMAS INFORMÁTICOS,7372,"SERVICIOS DE DISEÑO DE SISTEMAS, PROGRAMACIÓN INFORMÁTICA Y PROCESAMIENTO DE DATOS"
620100,ACTIVIDADES DE PROGRAMACIÓN INFORMÁTICA,7372,"SERVICIOS DE DISEÑO DE SISTEMAS, PROGRAMACIÓN INFORMÁTICA Y PROCESAMIENTO DE DATOS"
631100,"PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTIVIDADES CONEXAS",7372,"SERVICIOS DE DISEÑO DE SISTEMAS, PROGRAMACIÓN INFORMÁTICA Y PROCESAMIENTO DE DATOS"
732000,ESTUDIOS DE MERCADO Y ENCUESTAS DE OPINIÓN PÚBLICA,7375,SERVICIOS DE ENCUESTAS Y RECOLECCIÓN DE INFORMACIÓN
869091,OTROS SERVICIOS DE ATENCIÓN DE LA SALUD HUMANA PRESTADOS POR EMPRESAS,8050,SERVICIOS DE ENFERMERÍA Y CUIDADO PERSONAL
869092,SERVICIOS PRESTADOS DE FORMA INDEPENDIENTE POR OTROS PROFESIONALES DE LA SALUD,8050,SERVICIOS DE ENFERMERÍA Y CUIDADO PERSONAL
871000,ACTIVIDADES DE ATENCIÓN DE ENFERMERÍA EN INSTITUCIONES,8050,SERVICIOS DE ENFERMERÍA Y CUIDADO PERSONAL
872000,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS CON DISCAPACIDAD MENTAL Y TOXICÓMANOS,8050,SERVICIOS DE ENFERMERÍA Y CUIDADO PERSONAL
873000,ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES PARA PERSONAS DE EDAD Y PERSONAS CON DISCAPACIDAD FÍSICA,8050,SERVICIOS DE ENFERMERÍA Y CUIDADO PERSONAL
492300,TRANSPORTE DE CARGA POR CARRETERA,4215,SERVICIOS DE ENTREGA Y FLETES
812901,"DESRATIZACIÓN, DESINFECCIÓN Y EXTERMINIO DE PLAGAS NO AGRÍCOLAS",7342,SERVICIOS DE EXTERMINIO Y DESINFECCIÓN
182000,REPRODUCCIÓN DE GRABACIONES,7338,"SERVICIOS DE FOTOCOPIADO, REPRODUCCIÓN Y PLANOS"
821900,"FOTOCOPIADO, PREPARACIÓN DE DOCUMENTOS Y OTRAS ACTIVIDADES ESPECIALIZADAS DE APOYO DE OFICINA",7338,"SERVICIOS DE FOTOCOPIADO, REPRODUCCIÓN Y PLANOS"
620200,ACTIVIDADES DE CONSULTORÍA DE INFORMÁTICA Y DE GESTIÓN DE INSTALACIONES INFORMÁTICAS,7392,SERVICIOS DE GESTIÓN Y CONSULTORÍA
631200,PORTALES WEB,7392,SERVICIOS DE GESTIÓN Y CONSULTORÍA
702000,ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,7392,SERVICIOS DE GESTIÓN Y CONSULTORÍA
813000,"ACTIVIDADES DE PAISAJISMO, SERVICIOS DE JARDINERÍA Y SERVICIOS CONEXOS",780,SERVICIOS DE JARDINERÍA Y HORTICULTURA
812100,LIMPIEZA GENERAL DE EDIFICIOS,7349,SERVICIOS DE LIMPIEZA Y MANTENCIÓN
812909,OTRAS ACTIVIDADES DE LIMPIEZA DE EDIFICIOS E INSTALACIONES INDUSTRIALES N.C.P.,7349,SERVICIOS DE LIMPIEZA Y MANTENCIÓN
692000,"ACTIVIDADES DE CONTABILIDAD, TENEDURÍA DE LIBROS Y AUDITORÍA; CONSULTORÍA FISCAL",7276,SERVICIOS DE PREPARACIÓN DE DECLARACIONES DE IMPUESTOS
581100,EDICIÓN DE LIBROS,7339,SERVICIOS DE PROCESAMIENTO DE TEXTOS
581200,EDICIÓN DE DIRECTORIOS Y LISTAS DE CORREO,7339,SERVICIOS DE PROCESAMIENTO DE TEXTOS
581900,OTRAS ACTIVIDADES DE EDICIÓN,7339,SERVICIOS DE PROCESAMIENTO DE TEXTOS
821100,ACTIVIDADES COMBINADAS DE SERVICIOS ADMINISTRATIVOS DE OFICINA,7339,SERVICIOS DE PROCESAMIENTO DE TEXTOS
900009,"OTRAS ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO N.C.P.",7999,SERVICIOS DE RECREACIÓN (NO CLASIFICADOS EN OTRA PARTE)
910200,"ACTIVIDADES DE MUSEOS, GESTIÓN DE LUGARES Y EDIFICIOS HISTÓRICOS",7999,SERVICIOS DE RECREACIÓN (NO CLASIFICADOS EN OTRA PARTE)
931909,OTRAS ACTIVIDADES DEPORTIVAS N.C.P.,7999,SERVICIOS DE RECREACIÓN (NO CLASIFICADOS EN OTRA PARTE)
932909,OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS N.C.P.,7999,SERVICIOS DE RECREACIÓN (NO CLASIFICADOS EN OTRA PARTE)
492300,TRANSPORTE DE CARGA POR CARRETERA,7549,SERVICIOS DE REMOLQUE
611010,TELEFONÍA FIJA,4814,"SERVICIOS DE TELECOMUNICACIONES, INCLUIDAS LLAMADAS Y SERVICIOS DE FAX"
611020,TELEFONÍA LARGA DISTANCIA,4814,"SERVICIOS DE TELECOMUNICACIONES, INCLUIDAS LLAMADAS Y SERVICIOS DE FAX"
611090,OTROS SERVICIOS DE TELECOMUNICACIONES ALÁMBRICAS N.C.P.,4814,"SERVICIOS DE TELECOMUNICACIONES, INCLUIDAS LLAMADAS Y SERVICIOS DE FAX"
612010,TELEFONÍA MÓVIL CELULAR,4814,"SERVICIOS DE TELECOMUNICACIONES, INCLUIDAS LLAMADAS Y SERVICIOS DE FAX"
612020,RADIOCOMUNICACIONES MÓVILES,4814,"SERVICIOS DE TELECOMUNICACIONES, INCLUIDAS LLAMADAS Y SERVICIOS DE FAX"
612090,OTROS SERVICIOS DE TELECOMUNICACIONES INALÁMBRICAS N.C.P.,4814,"SERVICIOS DE TELECOMUNICACIONES, INCLUIDAS LLAMADAS Y SERVICIOS DE FAX"
613010,TELEFONÍA MÓVIL SATELITAL,4814,"SERVICIOS DE TELECOMUNICACIONES, INCLUIDAS LLAMADAS Y SERVICIOS DE FAX"
613090,OTROS SERVICIOS DE TELECOMUNICACIONES POR SATÉLITE N.C.P.,4814,"SERVICIOS DE TELECOMUNICACIONES, INCLUIDAS LLAMADAS Y SERVICIOS DE FAX"
619010,CENTROS DE LLAMADOS Y CENTROS DE ACCESO A INTERNET,4814,"SERVICIOS DE TELECOMUNICACIONES, INCLUIDAS LLAMADAS Y SERVICIOS DE FAX"
619090,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,4814,"SERVICIOS DE TELECOMUNICACIONES, INCLUIDAS LLAMADAS Y SERVICIOS DE FAX"
602000,PROGRAMACIÓN Y TRANSMISIONES DE TELEVISIÓN,4899,"SERVICIOS DE TELEVISIÓN POR CABLE, SATÉLITE Y TRANSMISIÓN DE PAGO"
611030,TELEVISIÓN DE PAGO POR CABLE,4899,"SERVICIOS DE TELEVISIÓN POR CABLE, SATÉLITE Y TRANSMISIÓN DE PAGO"
612030,TELEVISIÓN DE PAGO INALÁMBRICA,4899,"SERVICIOS DE TELEVISIÓN POR CABLE, SATÉLITE Y TRANSMISIÓN DE PAGO"
613020,TELEVISIÓN DE PAGO SATELITAL,4899,"SERVICIOS DE TELEVISIÓN POR CABLE, SATÉLITE Y TRANSMISIÓN DE PAGO"
492190,OTRAS ACTIVIDADES DE TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE N.C.P.,4789,SERVICIOS DE TRANSPORTE (NO CLASIFICADOS EN OTRA PARTE)
492210,SERVICIOS DE TRANSPORTE DE ESCOLARES,4789,SERVICIOS DE TRANSPORTE (NO CLASIFICADOS EN OTRA PARTE)
492220,SERVICIOS DE TRANSPORTE DE TRABAJADORES,4789,SERVICIOS DE TRANSPORTE (NO CLASIFICADOS EN OTRA PARTE)
492240,SERVICIOS DE TRANSPORTE A TURISTAS,4789,SERVICIOS DE TRANSPORTE (NO CLASIFICADOS EN OTRA PARTE)
492290,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VÍA TERRESTRE N.C.P.,4789,SERVICIOS DE TRANSPORTE (NO CLASIFICADOS EN OTRA PARTE)
522110,EXPLOTACIÓN DE TERMINALES TERRESTRES DE PASAJEROS,4789,SERVICIOS DE TRANSPORTE (NO CLASIFICADOS EN OTRA PARTE)
522190,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE TERRESTRE N.C.P.,4789,SERVICIOS DE TRANSPORTE (NO CLASIFICADOS EN OTRA PARTE)
531000,ACTIVIDADES POSTALES,4789,SERVICIOS DE TRANSPORTE (NO CLASIFICADOS EN OTRA PARTE)
532000,ACTIVIDADES DE MENSAJERÍA,4789,SERVICIOS DE TRANSPORTE (NO CLASIFICADOS EN OTRA PARTE)
960310,SERVICIOS FUNERARIOS,7261,SERVICIOS FUNERARIOS Y CREMATORIOS
841100,ACTIVIDADES DE LA ADMINISTRACIÓN PÚBLICA EN GENERAL,9399,SERVICIOS GUBERNAMENTALES (NO CLASIFICADOS EN OTRA PARTE)
841200,"REGULACIÓN DE LAS ACTIVIDADES DE ORGANISMOS QUE PRESTAN SERVICIOS SANITARIOS, EDUCATIVOS, CULTURALES",9399,SERVICIOS GUBERNAMENTALES (NO CLASIFICADOS EN OTRA PARTE)
841300,REGULACIÓN Y FACILITACIÓN DE LA ACTIVIDAD ECONÓMICA,9399,SERVICIOS GUBERNAMENTALES (NO CLASIFICADOS EN OTRA PARTE)
842100,RELACIONES EXTERIORES,9399,SERVICIOS GUBERNAMENTALES (NO CLASIFICADOS EN OTRA PARTE)
842200,ACTIVIDADES DE DEFENSA,9399,SERVICIOS GUBERNAMENTALES (NO CLASIFICADOS EN OTRA PARTE)
842300,ACTIVIDADES DE MANTENIMIENTO DEL ORDEN PÚBLICO Y DE SEGURIDAD,9399,SERVICIOS GUBERNAMENTALES (NO CLASIFICADOS EN OTRA PARTE)
843090,OTROS PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA N.C.P.,9399,SERVICIOS GUBERNAMENTALES (NO CLASIFICADOS EN OTRA PARTE)
691001,SERVICIOS DE ASESORAMIENTO Y REPRESENTACIÓN JURÍDICA,8111,SERVICIOS LEGALES Y ABOGADOS
691002,SERVICIO NOTARIAL,8111,SERVICIOS LEGALES Y ABOGADOS
691003,CONSERVADOR DE BIENES RAÍCES,8111,SERVICIOS LEGALES Y ABOGADOS
691004,RECEPTORES JUDICIALES,8111,SERVICIOS LEGALES Y ABOGADOS
691009,SERVICIOS DE ARBITRAJE; SÍNDICOS DE QUIEBRA Y PERITOS JUDICIALES; OTRAS ACTIVIDADES JURÍDICAS N.C.P.,8111,SERVICIOS LEGALES Y ABOGADOS
862031,SERVICIOS DE MÉDICOS PRESTADOS DE FORMA INDEPENDIENTE,8099,SERVICIOS MÉDICOS Y PROFESIONALES DE LA SALUD (NO CLASIFICADOS EN OTRA PARTE)
869091,OTROS SERVICIOS DE ATENCIÓN DE LA SALUD HUMANA PRESTADOS POR EMPRESAS,8099,SERVICIOS MÉDICOS Y PROFESIONALES DE LA SALUD (NO CLASIFICADOS EN OTRA PARTE)
869092,SERVICIOS PRESTADOS DE FORMA INDEPENDIENTE POR OTROS PROFESIONALES DE LA SALUD,8099,SERVICIOS MÉDICOS Y PROFESIONALES DE LA SALUD (NO CLASIFICADOS EN OTRA PARTE)
879000,OTRAS ACTIVIDADES DE ATENCIÓN EN INSTITUCIONES,8099,SERVICIOS MÉDICOS Y PROFESIONALES DE LA SALUD (NO CLASIFICADOS EN OTRA PARTE)
91002,ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL PRESTADOS POR PROFESIONALES,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
99002,ACTIVIDADES DE APOYO PARA LA EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS PRESTADOS POR PROFESIONALES,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
522910,AGENCIAS DE ADUANAS,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
592000,ACTIVIDADES DE GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
661209,OTROS SERVICIOS DE CORRETAJE DE VALORES Y COMMODITIES N.C.P.,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
721000,INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERÍA,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
722000,INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
741002,ACTIVIDADES DE DISEÑO Y DECORACIÓN DE INTERIORES,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
741009,OTRAS ACTIVIDADES ESPECIALIZADAS DE DISEÑO N.C.P.,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
749002,SERVICIOS DE TRADUCCIÓN E INTERPRETACIÓN PRESTADOS POR EMPRESAS,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
749003,SERVICIOS PERSONALES DE TRADUCCIÓN E INTERPRETACIÓN,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
749004,"ACTIVIDADES DE AGENCIAS Y AGENTES DE REPRESENTACIÓN DE ACTORES, DEPORTISTAS Y OTRAS FIGURAS PÚBLICAS",8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
749009,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS N.C.P.",8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
829900,OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
900004,SERVICIOS PRESTADOS POR PERIODISTAS INDEPENDIENTES,8999,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRA PARTE)
731001,SERVICIOS DE PUBLICIDAD PRESTADOS POR EMPRESAS,7311,SERVICIOS PUBLICITARIOS
731002,SERVICIOS DE PUBLICIDAD PRESTADOS POR PROFESIONALES,7311,SERVICIOS PUBLICITARIOS
750001,ACTIVIDADES DE CLÍNICAS VETERINARIAS,742,SERVICIOS VETERINARIOS
750002,"ACTIVIDADES DE VETERINARIOS, TÉCNICOS Y OTRO PERSONAL AUXILIAR, PRESTADOS DE FORMA INDEPENDIENTE",742,SERVICIOS VETERINARIOS
960200,PELUQUERÍA Y OTROS TRATAMIENTOS DE BELLEZA,7298,SPAS DE SALUD Y BELLEZA
139400,"FABRICACIÓN DE CUERDAS, CORDELES, BRAMANTES Y REDES",5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
162100,FABRICACIÓN DE HOJAS DE MADERA PARA ENCHAPADO Y TABLEROS A BASE DE MADERA,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
162200,FABRICACIÓN DE PARTES Y PIEZAS DE CARPINTERÍA PARA EDIFICIOS Y CONSTRUCCIONES,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
170110,FABRICACIÓN DE CELULOSA Y OTRAS PASTAS DE MADERA,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
170190,FABRICACIÓN DE PAPEL Y CARTÓN PARA SU POSTERIOR USO INDUSTRIAL N.C.P.,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
170200,FABRICACIÓN DE PAPEL Y CARTÓN ONDULADO Y DE ENVASES DE PAPEL Y CARTÓN,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
170900,FABRICACIÓN DE OTROS ARTÍCULOS DE PAPEL Y CARTÓN,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
201200,FABRICACIÓN DE ABONOS Y COMPUESTOS DE NITRÓGENO,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
201300,FABRICACIÓN DE PLÁSTICOS Y CAUCHO SINTÉTICO EN FORMAS PRIMARIAS,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
271000,"FABRICACIÓN DE MOTORES, GENERADORES Y TRANSFORMADORES ELÉCTRICOS, APARATOS DE DISTRIBUCIÓN Y CONTROL",5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
273200,FABRICACIÓN DE OTROS HILOS Y CABLES ELÉCTRICOS,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
273300,FABRICACIÓN DE DISPOSITIVOS DE CABLEADO,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
281100,"FABRICACIÓN DE MOTORES Y TURBINAS, EXCEPTO PARA AERONAVES, VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS",5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
281200,FABRICACIÓN DE EQUIPO DE PROPULSIÓN DE FLUIDOS,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
281300,"FABRICACIÓN DE OTRAS BOMBAS, COMPRESORES, GRIFOS Y VÁLVULAS",5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
281400,"FABRICACIÓN DE COJINETES, ENGRANAJES, TRENES DE ENGRANAJES Y PIEZAS DE TRANSMISIÓN",5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
293000,"FABRICACIÓN DE PARTES, PIEZAS Y ACCESORIOS PARA VEHÍCULOS AUTOMOTORES",5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
329000,OTRAS INDUSTRIAS MANUFACTURERAS N.C.P.,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
465300,"VENTA AL POR MAYOR DE MAQUINARIA, EQUIPO Y MATERIALES AGROPECUARIOS",5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
465901,"VENTA AL POR MAYOR DE MAQUINARIA METALÚRGICA, PARA LA MINERÍA, EXTRACCIÓN DE PETRÓLEO Y CONSTRUCCIÓN",5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
465902,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO",5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
465903,"VENTA AL POR MAYOR DE MAQUINARIA PARA LA INDUSTRIA TEXTIL, DEL CUERO Y DEL CALZADO",5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
466301,VENTA AL POR MAYOR DE MADERA EN BRUTO Y PRODUCTOS PRIMARIOS DE LA ELABORACIÓN DE MADERA,5085,SUMINISTROS INDUSTRIALES (NO CLASIFICADOS EN OTRA PARTE)
475909,"VENTA AL POR MENOR DE APARATOS ELÉCTRICOS, TEXTILES PARA EL HOGAR Y OTROS ENSERES DOMÉSTICOS N.C.P.",5200,SUMINISTROS PARA EL HOGAR
13000,CULTIVO DE PLANTAS VIVAS INCLUIDA LA PRODUCCIÓN EN VIVEROS (EXCEPTO VIVEROS FORESTALES),5193,SUMINISTROS PARA FLORERÍAS
472300,VENTA AL POR MENOR DE TABACO Y PRODUCTOS DE TABACO EN COMERCIOS ESPECIALIZADOS,5993,TABAQUERIAS
331309,REPARACIÓN DE OTROS EQUIPOS ELECTRÓNICOS Y ÓPTICOS N.C.P.,7622,TALLERES DE REPARACIONES ELECTRÓNICAS
331400,REPARACIÓN DE EQUIPO ELÉCTRICO (EXCEPTO REPARACIÓN DE EQUIPO Y ENSERES DOMÉSTICOS),7622,TALLERES DE REPARACIONES ELECTRÓNICAS
951200,REPARACIÓN DE EQUIPO DE COMUNICACIONES (INCLUYE LA REPARACIÓN TELÉFONOS CELULARES),7622,TALLERES DE REPARACIONES ELECTRÓNICAS
952100,REPARACIÓN DE APARATOS ELECTRÓNICOS DE CONSUMO (INCLUYE APARATOS DE TELEVISIÓN Y RADIO),7622,TALLERES DE REPARACIONES ELECTRÓNICAS
952300,REPARACIÓN DE CALZADO Y DE ARTÍCULOS DE CUERO,7251,"TALLERES DE REPARACIÓN DE CALZADO, LUSTRABOTAS, LIMPIEZA DE SOMBREROS"
452002,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES,7531,TALLERES DE REPARACIÓN DE CARROCERÍAS AUTOMOTRICES
952200,"REPARACIÓN DE APARATOS DE USO DOMÉSTICO, EQUIPO DOMÉSTICO Y DE JARDINERÍA",7629,TALLERES DE REPARACIÓN DE ELECTRODOMÉSTICOS
331201,REPARACIÓN DE MAQUINARIA AGROPECUARIA Y FORESTAL,7699,TALLERES DE REPARACIÓN MISCELÁNEOS Y SERVICIOS RELACIONADOS
331202,"REPARACIÓN DE MAQUINARIA METALÚRGICA, PARA LA MINERÍA, EXTRACCIÓN DE PETRÓLEO Y PARA LA CONSTRUCCIÓN",7699,TALLERES DE REPARACIÓN MISCELÁNEOS Y SERVICIOS RELACIONADOS
331203,"REPARACIÓN DE MAQUINARIA PARA LA ELABORACIÓN DE ALIMENTOS, BEBIDAS Y TABACO",7699,TALLERES DE REPARACIÓN MISCELÁNEOS Y SERVICIOS RELACIONADOS
331204,"REPARACIÓN DE MAQUINARIA PARA PRODUCIR TEXTILES, PRENDAS DE VESTIR, ARTÍCULOS DE CUERO Y CALZADO  ",7699,TALLERES DE REPARACIÓN MISCELÁNEOS Y SERVICIOS RELACIONADOS
331209,REPARACIÓN DE OTRO TIPO DE MAQUINARIA Y EQUIPOS INDUSTRIALES N.C.P.,7699,TALLERES DE REPARACIÓN MISCELÁNEOS Y SERVICIOS RELACIONADOS
331301,"REPARACIÓN DE EQUIPO DE MEDICIÓN, PRUEBA, NAVEGACIÓN Y CONTROL",7699,TALLERES DE REPARACIÓN MISCELÁNEOS Y SERVICIOS RELACIONADOS
331501,"REPARACIÓN DE BUQUES, EMBARCACIONES MENORES Y ESTRUCTURAS FLOTANTES",7699,TALLERES DE REPARACIÓN MISCELÁNEOS Y SERVICIOS RELACIONADOS
331502,REPARACIÓN DE AERONAVES Y NAVES ESPACIALES,7699,TALLERES DE REPARACIÓN MISCELÁNEOS Y SERVICIOS RELACIONADOS
331509,"REPARACIÓN DE OTROS EQUIPOS DE TRANSPORTE N.C.P., EXCEPTO VEHÍCULOS AUTOMOTORES",7699,TALLERES DE REPARACIÓN MISCELÁNEOS Y SERVICIOS RELACIONADOS
331900,REPARACIÓN DE OTROS TIPOS DE EQUIPO,7699,TALLERES DE REPARACIÓN MISCELÁNEOS Y SERVICIOS RELACIONADOS
952900,REPARACIÓN DE OTROS EFECTOS PERSONALES Y ENSERES DOMÉSTICOS,7699,TALLERES DE REPARACIÓN MISCELÁNEOS Y SERVICIOS RELACIONADOS
492130,TRANSPORTE DE PASAJEROS VÍA TAXI COLECTIVO,4121,TAXIS Y LIMUSINAS
492230,SERVICIOS DE TRANSPORTE DE PASAJEROS EN TAXIS LIBRES Y RADIOTAXIS,4121,TAXIS Y LIMUSINAS
799000,"OTROS SERVICIOS DE RESERVAS Y ACTIVIDADES CONEXAS (INCLUYE VENTA DE ENTRADAS PARA TEATRO, Y OTROS)",7922,TICKETERAS
551009,OTRAS ACTIVIDADES DE ALOJAMIENTO PARA TURISTAS N.C.P.,7012,TIEMPO COMPARTIDO
559009,OTRAS ACTIVIDADES DE ALOJAMIENTO N.C.P.,7012,TIEMPO COMPARTIDO
472200,VENTA AL POR MENOR DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS EN COMERCIOS ESPECIALIZADOS (BOTILLERÍAS),5921,"TIENDA DE VINOS, CERVEZAS O LICORES"
471100,"VENTA AL POR MENOR EN COMERCIOS DE ALIMENTOS, BEBIDAS O TABACO (SUPERMERCADOS E HIPERMERCADOS)",5411,TIENDAS DE ABARROTES Y SUPERMERCADOS
477102,VENTA AL POR MENOR DE PRENDAS Y ACCESORIOS DE VESTIR EN COMERCIOS ESPECIALIZADOS,5631,TIENDAS DE ACCESORIOS PARA LA MUJER
331100,REPARACIÓN DE PRODUCTOS ELABORADOS DE METAL,5932,"TIENDAS DE ANTIGÜEDADES: VENTA, REPARACIÓN Y RESTAURACIÓN"
477401,VENTA AL POR MENOR DE ANTIGÜEDADES EN COMERCIOS,5932,"TIENDAS DE ANTIGÜEDADES: VENTA, REPARACIÓN Y RESTAURACIÓN"
476301,VENTA AL POR MENOR DE ARTÍCULOS DE CAZA Y PESCA EN COMERCIOS ESPECIALIZADOS,5941,TIENDAS DE ARTÍCULOS DEPORTIVOS
476309,VENTA AL POR MENOR DE OTROS ARTÍCULOS Y EQUIPOS DE DEPORTE N.C.P.,5941,TIENDAS DE ARTÍCULOS DEPORTIVOS
477392,VENTA AL POR MENOR DE ARMAS Y MUNICIONES EN COMERCIOS ESPECIALIZADOS,5941,TIENDAS DE ARTÍCULOS DEPORTIVOS
