Código Actividad SII,Nombre Actividad SII,Código MCC,Nombre MCC,Registrado en restricciones adquirentes
649202,ACTIVIDADES DE CRÉDITO PRENDARIO,6300,"Ventas, suscripción y primas de seguros",6300
649202,ACTIVIDADES DE CRÉDITO PRENDARIO,7399,"Servicios comerciales, no clasificados en otra parte",7399
649203,CAJAS DE COMPENSACIÓN,6012,Instituciones Financieras – Mercancías y Servicios,6012
649203,CAJAS DE COMPENSACIÓN,6051,"Instituciones no financieras: moneda extranjera, giros postales (no transferencias bancarias) y cheques de viajero",6051
649203,CAJAS DE COMPENSACIÓN,7399,"Servicios comerciales, no clasificados en otra parte",7399
649209,OTRAS ACTIVIDADES DE CONCESIÓN DE CRÉDITO N.C.P.,6012,Instituciones Financieras – Mercancías y Servicios,6012
649209,OTRAS ACTIVIDADES DE CONCESIÓN DE CRÉDITO N.C.P.,6211,Corredores/distribuidores de seguridad,6211
649209,OTRAS ACTIVIDADES DE CONCESIÓN DE CRÉDITO N.C.P.,6300,"Ventas, suscripción y primas de seguros",6300
649209,OTRAS ACTIVIDADES DE CONCESIÓN DE CRÉDITO N.C.P.,7399,"Servicios comerciales, no clasificados en otra parte",7399
649900,"OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.",6012,Instituciones Financieras – Mercancías y Servicios,6012
649900,"OTRAS ACTIVIDADES DE SERVICIOS FINANCIEROS, EXCEPTO LAS DE SEGUROS Y FONDOS DE PENSIONES N.C.P.",6211,Corredores/distribuidores de seguridad,6211
651100,SEGUROS DE VIDA,6211,Corredores/distribuidores de seguridad,6211
651100,SEGUROS DE VIDA,6300,"Ventas, suscripción y primas de seguros",6300
651100,SEGUROS DE VIDA,6399,Seguro no clasificado en otra parte (ya no es válido para trabajos de primera presentación),6399
651210,"SEGUROS GENERALES, EXCEPTO ACTIVIDADES DE ISAPRES",6211,Corredores/distribuidores de seguridad,6211
651210,"SEGUROS GENERALES, EXCEPTO ACTIVIDADES DE ISAPRES",6300,"Ventas, suscripción y primas de seguros",6300
651210,"SEGUROS GENERALES, EXCEPTO ACTIVIDADES DE ISAPRES",6399,Seguro no clasificado en otra parte (ya no es válido para trabajos de primera presentación),6399
651220,ACTIVIDADES DE ISAPRES,8099,Servicios médicos y profesionales de la salud (no clasificados en otra parte),8099
652000,REASEGUROS,6211,Corredores/distribuidores de seguridad,6211
652000,REASEGUROS,6300,"Ventas, suscripción y primas de seguros",6300
652000,REASEGUROS,6399,Seguro no clasificado en otra parte (ya no es válido para trabajos de primera presentación),6399
653000,FONDOS DE PENSIONES,6211,Corredores/distribuidores de seguridad,6211
653000,FONDOS DE PENSIONES,6300,"Ventas, suscripción y primas de seguros",6300
653000,FONDOS DE PENSIONES,6399,Seguro no clasificado en otra parte (ya no es válido para trabajos de primera presentación),6399
653000,FONDOS DE PENSIONES,7399,"Servicios comerciales, no clasificados en otra parte",7399
661100,ADMINISTRACIÓN DE MERCADOS FINANCIEROS,6012,Instituciones Financieras – Mercancías y Servicios,6012
661100,ADMINISTRACIÓN DE MERCADOS FINANCIEROS,6211,Corredores/distribuidores de seguridad,6211
661201,ACTIVIDADES DE SECURITIZADORAS,6012,Instituciones Financieras – Mercancías y Servicios,6012
661201,ACTIVIDADES DE SECURITIZADORAS,6211,Corredores/distribuidores de seguridad,6211
661201,ACTIVIDADES DE SECURITIZADORAS,6399,Seguro no clasificado en otra parte (ya no es válido para trabajos de primera presentación),6399
661202,CORREDORES DE BOLSA,6012,Instituciones Financieras – Mercancías y Servicios,6012
661202,CORREDORES DE BOLSA,6211,Corredores/distribuidores de seguridad,6211
661203,AGENTES DE VALORES,6012,Instituciones Financieras – Mercancías y Servicios,6012
661203,AGENTES DE VALORES,6211,Corredores/distribuidores de seguridad,6211
661204,ACTIVIDADES DE CASAS DE CAMBIO Y OPERADORES DE DIVISA,6051,"Instituciones no financieras: moneda extranjera, giros postales (no transferencias bancarias) y cheques de viajero",6051
661209,OTROS SERVICIOS DE CORRETAJE DE VALORES Y COMMODITIES N.C.P.,6012,Instituciones Financieras – Mercancías y Servicios,6012
661209,OTROS SERVICIOS DE CORRETAJE DE VALORES Y COMMODITIES N.C.P.,6211,Corredores/distribuidores de seguridad,6211
661901,ACTIVIDADES DE CÁMARAS DE COMPENSACIÓN,6012,Instituciones Financieras – Mercancías y Servicios,6012
661901,ACTIVIDADES DE CÁMARAS DE COMPENSACIÓN,6211,Corredores/distribuidores de seguridad,6211
661901,ACTIVIDADES DE CÁMARAS DE COMPENSACIÓN,6300,"Ventas, suscripción y primas de seguros",6300
661902,ADMINISTRACIÓN DE TARJETAS DE CRÉDITO,6012,Instituciones Financieras – Mercancías y Servicios,6012
661903,EMPRESAS DE ASESORÍA Y CONSULTORÍA EN INVERSIÓN FINANCIERA; SOCIEDADES DE APOYO AL GIRO,6012,Instituciones Financieras – Mercancías y Servicios,6012
661903,EMPRESAS DE ASESORÍA Y CONSULTORÍA EN INVERSIÓN FINANCIERA; SOCIEDADES DE APOYO AL GIRO,6211,Corredores/distribuidores de seguridad,6211
661904,ACTIVIDADES DE CLASIFICADORAS DE RIESGO,6012,Instituciones Financieras – Mercancías y Servicios,6012
661909,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.,6012,Instituciones Financieras – Mercancías y Servicios,6012
661909,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.,6211,Corredores/distribuidores de seguridad,6211
661909,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.,6300,"Ventas, suscripción y primas de seguros",6300
661909,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SERVICIOS FINANCIEROS N.C.P.,7399,"Servicios comerciales, no clasificados en otra parte",7399
662100,EVALUACIÓN DE RIESGOS Y DAÑOS (INCLUYE ACTIVIDADES DE LIQUIDADORES DE SEGUROS),6211,Corredores/distribuidores de seguridad,6211
662100,EVALUACIÓN DE RIESGOS Y DAÑOS (INCLUYE ACTIVIDADES DE LIQUIDADORES DE SEGUROS),6300,"Ventas, suscripción y primas de seguros",6300
662100,EVALUACIÓN DE RIESGOS Y DAÑOS (INCLUYE ACTIVIDADES DE LIQUIDADORES DE SEGUROS),6399,Seguro no clasificado en otra parte (ya no es válido para trabajos de primera presentación),6399
662200,ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS,6211,Corredores/distribuidores de seguridad,6211
662200,ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS,6300,"Ventas, suscripción y primas de seguros",6300
662200,ACTIVIDADES DE AGENTES Y CORREDORES DE SEGUROS,6399,Seguro no clasificado en otra parte (ya no es válido para trabajos de primera presentación),6399
662900,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SEGUROS Y FONDOS DE PENSIONES,6211,Corredores/distribuidores de seguridad,6211
662900,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SEGUROS Y FONDOS DE PENSIONES,6300,"Ventas, suscripción y primas de seguros",6300
662900,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SEGUROS Y FONDOS DE PENSIONES,6399,Seguro no clasificado en otra parte (ya no es válido para trabajos de primera presentación),6399
662900,OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SEGUROS Y FONDOS DE PENSIONES,7399,"Servicios comerciales, no clasificados en otra parte",7399
663010,ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP),6012,Instituciones Financieras – Mercancías y Servicios,6012
663010,ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP),6211,Corredores/distribuidores de seguridad,6211
663010,ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP),6300,"Ventas, suscripción y primas de seguros",6300
663091,ADMINISTRADORAS DE FONDOS DE INVERSIÓN,6012,Instituciones Financieras – Mercancías y Servicios,6012
663091,ADMINISTRADORAS DE FONDOS DE INVERSIÓN,6211,Corredores/distribuidores de seguridad,6211
663091,ADMINISTRADORAS DE FONDOS DE INVERSIÓN,6300,"Ventas, suscripción y primas de seguros",6300
663092,ADMINISTRADORAS DE FONDOS MUTUOS,6012,Instituciones Financieras – Mercancías y Servicios,6012
663092,ADMINISTRADORAS DE FONDOS MUTUOS,6211,Corredores/distribuidores de seguridad,6211
663092,ADMINISTRADORAS DE FONDOS MUTUOS,6300,"Ventas, suscripción y primas de seguros",6300
663093,ADMINISTRADORAS DE FICES (FONDOS DE INVERSIÓN DE CAPITAL EXTRANJERO),6012,Instituciones Financieras – Mercancías y Servicios,6012
663093,ADMINISTRADORAS DE FICES (FONDOS DE INVERSIÓN DE CAPITAL EXTRANJERO),6211,Corredores/distribuidores de seguridad,6211
663094,ADMINISTRADORAS DE FONDOS PARA LA VIVIENDA,6012,Instituciones Financieras – Mercancías y Servicios,6012
663094,ADMINISTRADORAS DE FONDOS PARA LA VIVIENDA,6211,Corredores/distribuidores de seguridad,6211
663094,ADMINISTRADORAS DE FONDOS PARA LA VIVIENDA,6300,"Ventas, suscripción y primas de seguros",6300
663099,ADMINISTRADORAS DE FONDOS PARA OTROS FINES N.C.P.,6012,Instituciones Financieras – Mercancías y Servicios,6012
663099,ADMINISTRADORAS DE FONDOS PARA OTROS FINES N.C.P.,6211,Corredores/distribuidores de seguridad,6211
681011,ALQUILER DE BIENES INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS,6513,Agentes y Gestores Inmobiliarios - Alquileres,6513
681011,ALQUILER DE BIENES INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS,7011,"Alojamiento: hoteles, moteles, complejos turísticos, servicios centrales de reserva (no clasificados en otra parte)",7011
681011,ALQUILER DE BIENES INMUEBLES AMOBLADOS O CON EQUIPOS Y MAQUINARIAS,7394,"Servicios de alquiler y arrendamiento de equipos, alquiler de herramientas, alquiler de muebles y alquiler de electrodomésticos",7394
681012,"COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES",6513,Agentes y Gestores Inmobiliarios - Alquileres,6513
681012,"COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES",7011,"Alojamiento: hoteles, moteles, complejos turísticos, servicios centrales de reserva (no clasificados en otra parte)",7011
681020,SERVICIOS IMPUTADOS DE ALQUILER DE VIVIENDAS,6513,Agentes y Gestores Inmobiliarios - Alquileres,6513
681020,SERVICIOS IMPUTADOS DE ALQUILER DE VIVIENDAS,7011,"Alojamiento: hoteles, moteles, complejos turísticos, servicios centrales de reserva (no clasificados en otra parte)",7011
681020,SERVICIOS IMPUTADOS DE ALQUILER DE VIVIENDAS,7394,"Servicios de alquiler y arrendamiento de equipos, alquiler de herramientas, alquiler de muebles y alquiler de electrodomésticos",7394
682000,ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA,6513,Agentes y Gestores Inmobiliarios - Alquileres,6513
682000,ACTIVIDADES INMOBILIARIAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA,7011,"Alojamiento: hoteles, moteles, complejos turísticos, servicios centrales de reserva (no clasificados en otra parte)",7011
691001,SERVICIOS DE ASESORAMIENTO Y REPRESENTACIÓN JURÍDICA,8111,Servicios Legales y Abogados,8111
691002,SERVICIO NOTARIAL,8111,Servicios Legales y Abogados,8111
691002,SERVICIO NOTARIAL,8931,"Servicios de contabilidad, auditoría y teneduría de libros",8931
691002,SERVICIO NOTARIAL,9399,Servicios gubernamentales (no clasificados en otra parte),9399
691003,CONSERVADOR DE BIENES RAÍCES,8111,Servicios Legales y Abogados,8111
691003,CONSERVADOR DE BIENES RAÍCES,8931,"Servicios de contabilidad, auditoría y teneduría de libros",8931
691003,CONSERVADOR DE BIENES RAÍCES,9399,Servicios gubernamentales (no clasificados en otra parte),9399
691004,RECEPTORES JUDICIALES,8111,Servicios Legales y Abogados,8111
691004,RECEPTORES JUDICIALES,8931,"Servicios de contabilidad, auditoría y teneduría de libros",8931
691004,RECEPTORES JUDICIALES,9399,Servicios gubernamentales (no clasificados en otra parte),9399
691009,SERVICIOS DE ARBITRAJE; SÍNDICOS DE QUIEBRA Y PERITOS JUDICIALES; OTRAS ACTIVIDADES JURÍDICAS N.C.P.,7399,"Servicios comerciales, no clasificados en otra parte",7399
691009,SERVICIOS DE ARBITRAJE; SÍNDICOS DE QUIEBRA Y PERITOS JUDICIALES; OTRAS ACTIVIDADES JURÍDICAS N.C.P.,8111,Servicios Legales y Abogados,8111
691009,SERVICIOS DE ARBITRAJE; SÍNDICOS DE QUIEBRA Y PERITOS JUDICIALES; OTRAS ACTIVIDADES JURÍDICAS N.C.P.,8931,"Servicios de contabilidad, auditoría y teneduría de libros",8931
691009,SERVICIOS DE ARBITRAJE; SÍNDICOS DE QUIEBRA Y PERITOS JUDICIALES; OTRAS ACTIVIDADES JURÍDICAS N.C.P.,8999,Servicios profesionales (no definidos en otra parte),8999
691009,SERVICIOS DE ARBITRAJE; SÍNDICOS DE QUIEBRA Y PERITOS JUDICIALES; OTRAS ACTIVIDADES JURÍDICAS N.C.P.,9399,Servicios gubernamentales (no clasificados en otra parte),9399
692000,"ACTIVIDADES DE CONTABILIDAD, TENEDURÍA DE LIBROS Y AUDITORÍA; CONSULTORÍA FISCAL",8931,"Servicios de contabilidad, auditoría y teneduría de libros",8931
701000,ACTIVIDADES DE OFICINAS PRINCIPALES,7399,"Servicios comerciales, no clasificados en otra parte",7399
701000,ACTIVIDADES DE OFICINAS PRINCIPALES,8999,Servicios profesionales (no definidos en otra parte),8999
702000,ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,7399,"Servicios comerciales, no clasificados en otra parte",7399
702000,ACTIVIDADES DE CONSULTORÍA DE GESTIÓN,8999,Servicios profesionales (no definidos en otra parte),8999
711001,"SERVICIOS DE ARQUITECTURA (DISEÑO DE EDIFICIOS, DIBUJO DE PLANOS DE CONSTRUCCIÓN, ENTRE OTROS)",8911,Servicios de Arquitectura – Ingeniería y Topografía,8911
711002,EMPRESAS DE SERVICIOS DE INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,8911,Servicios de Arquitectura – Ingeniería y Topografía,8911
711002,EMPRESAS DE SERVICIOS DE INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,8999,Servicios profesionales (no definidos en otra parte),8999
711003,SERVICIOS PROFESIONALES DE INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,8911,Servicios de Arquitectura – Ingeniería y Topografía,8911
711003,SERVICIOS PROFESIONALES DE INGENIERÍA Y ACTIVIDADES CONEXAS DE CONSULTORÍA TÉCNICA,8999,Servicios profesionales (no definidos en otra parte),8999
712001,ACTIVIDADES DE PLANTAS DE REVISIÓN TÉCNICA PARA VEHÍCULOS AUTOMOTORES,7399,"Servicios comerciales, no clasificados en otra parte",7399
712001,ACTIVIDADES DE PLANTAS DE REVISIÓN TÉCNICA PARA VEHÍCULOS AUTOMOTORES,7534,Talleres de recauchutado y reparación de neumáticos,7534
712001,ACTIVIDADES DE PLANTAS DE REVISIÓN TÉCNICA PARA VEHÍCULOS AUTOMOTORES,9399,Servicios gubernamentales (no clasificados en otra parte),9399
712009,OTROS SERVICIOS DE ENSAYOS Y ANÁLISIS TÉCNICOS (EXCEPTO ACTIVIDADES DE PLANTAS DE REVISIÓN TÉCNICA),8734,Laboratorios de pruebas (no médicos),8734
712009,OTROS SERVICIOS DE ENSAYOS Y ANÁLISIS TÉCNICOS (EXCEPTO ACTIVIDADES DE PLANTAS DE REVISIÓN TÉCNICA),8911,Servicios de Arquitectura – Ingeniería y Topografía,8911
712009,OTROS SERVICIOS DE ENSAYOS Y ANÁLISIS TÉCNICOS (EXCEPTO ACTIVIDADES DE PLANTAS DE REVISIÓN TÉCNICA),8999,Servicios profesionales (no definidos en otra parte),8999
721000,INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS NATURALES Y LA INGENIERÍA,8999,Servicios profesionales (no definidos en otra parte),8999
722000,INVESTIGACIONES Y DESARROLLO EXPERIMENTAL EN EL CAMPO DE LAS CIENCIAS SOCIALES Y LAS HUMANIDADES,8999,Servicios profesionales (no definidos en otra parte),8999
731001,SERVICIOS DE PUBLICIDAD PRESTADOS POR EMPRESAS,5966,Marketing directo: comerciante de telemercadeo saliente,5966
731001,SERVICIOS DE PUBLICIDAD PRESTADOS POR EMPRESAS,7311,Servicios de publicidad,7311
731002,SERVICIOS DE PUBLICIDAD PRESTADOS POR PROFESIONALES,2994,Marketing directo: no clasificado en otra parte,2994
731002,SERVICIOS DE PUBLICIDAD PRESTADOS POR PROFESIONALES,7311,Servicios de publicidad,7311
732000,ESTUDIOS DE MERCADO Y ENCUESTAS DE OPINIÓN PÚBLICA,2994,Marketing directo: no clasificado en otra parte,2994
741001,ACTIVIDADES DE DISEÑO DE VESTUARIO,7299,Servicios personales varios (no clasificados en otra parte),7299
741002,ACTIVIDADES DE DISEÑO Y DECORACIÓN DE INTERIORES,7299,Servicios personales varios (no clasificados en otra parte),7299
741009,OTRAS ACTIVIDADES ESPECIALIZADAS DE DISEÑO N.C.P.,7299,Servicios personales varios (no clasificados en otra parte),7299
742001,"SERVICIOS DE REVELADO, IMPRESIÓN Y AMPLIACIÓN DE FOTOGRAFÍAS",7395,"Laboratorios de fotoacabado, revelado de fotografías.",7395
742002,SERVICIOS Y ACTIVIDADES DE FOTOGRAFÍA,7221,Estudios Fotográficos,7221
742003,SERVICIOS PERSONALES DE FOTOGRAFÍA,7299,Servicios personales varios (no clasificados en otra parte),7299
742003,SERVICIOS PERSONALES DE FOTOGRAFÍA,7395,"Laboratorios de fotoacabado, revelado de fotografías.",7395
742003,SERVICIOS PERSONALES DE FOTOGRAFÍA,8999,Servicios profesionales (no definidos en otra parte),8999
749001,ASESORÍA Y GESTIÓN EN LA COMPRA O VENTA DE PEQUEÑAS Y MEDIANAS EMPRESAS,7277,"Servicio de asesoramiento: deudas, matrimonio, personal",7277
749001,ASESORÍA Y GESTIÓN EN LA COMPRA O VENTA DE PEQUEÑAS Y MEDIANAS EMPRESAS,7392,"Servicios de gestión, consultoría y relaciones públicas",7392
749002,SERVICIOS DE TRADUCCIÓN E INTERPRETACIÓN PRESTADOS POR EMPRESAS,7299,Servicios personales varios (no clasificados en otra parte),7299
749002,SERVICIOS DE TRADUCCIÓN E INTERPRETACIÓN PRESTADOS POR EMPRESAS,8999,Servicios profesionales (no definidos en otra parte),8999
749003,SERVICIOS PERSONALES DE TRADUCCIÓN E INTERPRETACIÓN,7299,Servicios personales varios (no clasificados en otra parte),7299
749003,SERVICIOS PERSONALES DE TRADUCCIÓN E INTERPRETACIÓN,8999,Servicios profesionales (no definidos en otra parte),8999
749004,"ACTIVIDADES DE AGENCIAS Y AGENTES DE REPRESENTACIÓN DE ACTORES, DEPORTISTAS Y OTRAS FIGURAS PÚBLICAS",7922,"Productores teatrales (excepto películas), agencias de entradas",7922
749009,"OTRAS ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS N.C.P.",8999,Servicios profesionales (no definidos en otra parte),8999
750001,ACTIVIDADES DE CLÍNICAS VETERINARIAS,742,Servicios Veterinarios,742
750002,"ACTIVIDADES DE VETERINARIOS, TÉCNICOS Y OTRO PERSONAL AUXILIAR, PRESTADOS DE FORMA INDEPENDIENTE",742,Servicios Veterinarios,742
771000,ALQUILER DE VEHÍCULOS AUTOMOTORES SIN CHOFER,3355,Alquiler de coches,3355
771000,ALQUILER DE VEHÍCULOS AUTOMOTORES SIN CHOFER,7512,Empresas de alquiler de coches (no enumeradas a continuación),7512
772100,ALQUILER Y ARRENDAMIENTO DE EQUIPO RECREATIVO Y DEPORTIVO,7394,"Servicios de alquiler y arrendamiento de equipos, alquiler de herramientas, alquiler de muebles y alquiler de electrodomésticos",7394
772200,ALQUILER DE CINTAS DE VIDEO Y DISCOS,2946,Tiendas de alquiler de cintas de vídeo,2946
772900,ALQUILER DE OTROS EFECTOS PERSONALES Y ENSERES DOMÉSTICOS (INCLUYE MOBILIARIO PARA EVENTOS),7394,"Servicios de alquiler y arrendamiento de equipos, alquiler de herramientas, alquiler de muebles y alquiler de electrodomésticos",7394
773001,"ALQUILER DE EQUIPOS DE TRANSPORTE SIN OPERARIO, EXCEPTO VEHÍCULOS AUTOMOTORES",7394,"Servicios de alquiler y arrendamiento de equipos, alquiler de herramientas, alquiler de muebles y alquiler de electrodomésticos",7394
773002,"ALQUILER DE MAQUINARIA Y EQUIPO AGROPECUARIO, FORESTAL, DE CONSTRUCCIÓN E ING. CIVIL, SIN OPERARIOS",7394,"Servicios de alquiler y arrendamiento de equipos, alquiler de herramientas, alquiler de muebles y alquiler de electrodomésticos",7394
773003,"ALQUILER DE MAQUINARIA Y EQUIPO DE OFICINA, SIN OPERARIOS (SIN SERVICIO ADMINISTRATIVO)",7394,"Servicios de alquiler y arrendamiento de equipos, alquiler de herramientas, alquiler de muebles y alquiler de electrodomésticos",7394
