Código Actividad SII,Nombre Actividad SII,Código MCC,Nombre MCC,Registrado en restricciones adquirentes
491200,TRANSPORTE DE CARGA POR FERROCARRIL,4011,Ferrocarriles,4011
491200,TRANSPORTE DE CARGA POR FERROCARRIL,4789,"Servicios de transporte, no clasificados en otra parte)",4789
492110,TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS VÍA METRO Y METROTREN,4111,"Transporte de pasajeros local/suburbano: ferrocarriles, ferries y transporte acuático local.",4111
492110,TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS VÍA METRO Y METROTREN,4112,Ferrocarriles de pasajeros,4112
492120,TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS VÍA LOCOMOCIÓN COLECTIVA,4121,Taxis y Limusinas,4121
492120,TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS VÍA LOCOMOCIÓN COLECTIVA,4789,"Servicios de transporte, no clasificados en otra parte)",4789
492130,TRANSPORTE DE PASAJEROS VÍA TAXI COLECTIVO,4121,Taxis y Limusinas,4121
492130,TRANSPORTE DE PASAJEROS VÍA TAXI COLECTIVO,4789,"Servicios de transporte, no clasificados en otra parte)",4789
492190,OTRAS ACTIVIDADES DE TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE N.C.P.,4789,"Servicios de transporte, no clasificados en otra parte)",4789
492210,SERVICIOS DE TRANSPORTE DE ESCOLARES,4789,"Servicios de transporte, no clasificados en otra parte)",4789
492220,SERVICIOS DE TRANSPORTE DE TRABAJADORES,4789,"Servicios de transporte, no clasificados en otra parte)",4789
492230,SERVICIOS DE TRANSPORTE DE PASAJEROS EN TAXIS LIBRES Y RADIOTAXIS,4121,Taxis y Limusinas,4121
492240,SERVICIOS DE TRANSPORTE A TURISTAS,4789,"Servicios de transporte, no clasificados en otra parte)",4789
492240,SERVICIOS DE TRANSPORTE A TURISTAS,4789,"Servicios de transporte, no clasificados en otra parte)",4789
492250,TRANSPORTE DE PASAJEROS EN BUSES INTERURBANOS,4789,"Servicios de transporte, no clasificados en otra parte)",4789
492290,OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VÍA TERRESTRE N.C.P.,4789,"Servicios de transporte, no clasificados en otra parte)",4789
492300,TRANSPORTE DE CARGA POR CARRETERA,4214,"Transportistas de carga, empresas de mudanzas y almacenamiento, transporte por carretera (local/larga distancia), servicios de entrega (local)",4214
493010,TRANSPORTE POR OLEODUCTOS,4789,"Servicios de transporte, no clasificados en otra parte)",4789
493020,TRANSPORTE POR GASODUCTOS,4789,"Servicios de transporte, no clasificados en otra parte)",4789
493090,OTRAS ACTIVIDADES DE TRANSPORTE POR TUBERÍAS N.C.P.,4789,"Servicios de transporte, no clasificados en otra parte)",4789
501100,TRANSPORTE DE PASAJEROS MARÍTIMO Y DE CABOTAJE,4111,"Transporte de pasajeros local/suburbano: ferrocarriles, ferries y transporte acuático local.",4111
501100,TRANSPORTE DE PASAJEROS MARÍTIMO Y DE CABOTAJE,4457,Alquiler y arrendamiento de embarcaciones,4457
501100,TRANSPORTE DE PASAJEROS MARÍTIMO Y DE CABOTAJE,4511,"Aerolíneas, transportistas aéreos (no enumerados en otra parte)",4511
501100,TRANSPORTE DE PASAJEROS MARÍTIMO Y DE CABOTAJE,4722,Agencias de viajes y operaciones turísticas,4722
501100,TRANSPORTE DE PASAJEROS MARÍTIMO Y DE CABOTAJE,4789,"Servicios de transporte, no clasificados en otra parte)",4789
501200,TRANSPORTE DE CARGA MARÍTIMO Y DE CABOTAJE,4214,"Transportistas de carga, empresas de mudanzas y almacenamiento, transporte por carretera (local/larga distancia), servicios de entrega (local)",4214
501200,TRANSPORTE DE CARGA MARÍTIMO Y DE CABOTAJE,4457,Alquiler y arrendamiento de embarcaciones,4457
501200,TRANSPORTE DE CARGA MARÍTIMO Y DE CABOTAJE,4468,"Puertos deportivos, servicios marítimos y suministros",4468
501200,TRANSPORTE DE CARGA MARÍTIMO Y DE CABOTAJE,4789,"Servicios de transporte, no clasificados en otra parte)",4789
502100,TRANSPORTE DE PASAJEROS POR VÍAS DE NAVEGACIÓN INTERIORES,4111,"Transporte de pasajeros local/suburbano: ferrocarriles, ferries y transporte acuático local.",4111
502100,TRANSPORTE DE PASAJEROS POR VÍAS DE NAVEGACIÓN INTERIORES,4457,Alquiler y arrendamiento de embarcaciones,4457
502100,TRANSPORTE DE PASAJEROS POR VÍAS DE NAVEGACIÓN INTERIORES,4722,Agencias de viajes y operaciones turísticas,4722
502100,TRANSPORTE DE PASAJEROS POR VÍAS DE NAVEGACIÓN INTERIORES,4789,"Servicios de transporte, no clasificados en otra parte)",4789
502200,TRANSPORTE DE CARGA POR VÍAS DE NAVEGACIÓN INTERIORES,4214,"Transportistas de carga, empresas de mudanzas y almacenamiento, transporte por carretera (local/larga distancia), servicios de entrega (local)",4214
502200,TRANSPORTE DE CARGA POR VÍAS DE NAVEGACIÓN INTERIORES,4457,Alquiler y arrendamiento de embarcaciones,4457
502200,TRANSPORTE DE CARGA POR VÍAS DE NAVEGACIÓN INTERIORES,4468,"Puertos deportivos, servicios marítimos y suministros",4468
502200,TRANSPORTE DE CARGA POR VÍAS DE NAVEGACIÓN INTERIORES,4789,"Servicios de transporte, no clasificados en otra parte)",4789
511000,TRANSPORTE DE PASAJEROS POR VÍA AÉREA,4511,"Aerolíneas, transportistas aéreos (no enumerados en otra parte)",4511
511000,TRANSPORTE DE PASAJEROS POR VÍA AÉREA,4582,"Aeropuertos, terminales de aeropuertos, campos de vuelo",4582
511000,TRANSPORTE DE PASAJEROS POR VÍA AÉREA,4722,Agencias de viajes y operaciones turísticas,4722
511000,TRANSPORTE DE PASAJEROS POR VÍA AÉREA,4789,"Servicios de transporte, no clasificados en otra parte)",4789
512000,TRANSPORTE DE CARGA POR VÍA AÉREA,4214,"Transportistas de carga, empresas de mudanzas y almacenamiento, transporte por carretera (local/larga distancia), servicios de entrega (local)",4214
512000,TRANSPORTE DE CARGA POR VÍA AÉREA,4511,"Aerolíneas, transportistas aéreos (no enumerados en otra parte)",4511
512000,TRANSPORTE DE CARGA POR VÍA AÉREA,4582,"Aeropuertos, terminales de aeropuertos, campos de vuelo",4582
512000,TRANSPORTE DE CARGA POR VÍA AÉREA,4789,"Servicios de transporte, no clasificados en otra parte)",4789
521001,EXPLOTACIÓN DE FRIGORÍFICOS PARA ALMACENAMIENTO Y DEPÓSITO,4225,"Depósito público, Almacenamiento",4225
521001,EXPLOTACIÓN DE FRIGORÍFICOS PARA ALMACENAMIENTO Y DEPÓSITO,5074,Equipos y Suministros de Plomería y Calefacción,5074
521001,EXPLOTACIÓN DE FRIGORÍFICOS PARA ALMACENAMIENTO Y DEPÓSITO,5085,"Suministros industriales, no clasificados en otra parte",5085
521001,EXPLOTACIÓN DE FRIGORÍFICOS PARA ALMACENAMIENTO Y DEPÓSITO,7399,"Servicios comerciales, no clasificados en otra parte",7399
521009,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPÓSITO N.C.P.,4214,"Transportistas de carga, empresas de mudanzas y almacenamiento, transporte por carretera (local/larga distancia), servicios de entrega (local)",4214
521009,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPÓSITO N.C.P.,4225,"Depósito público, Almacenamiento",4225
521009,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPÓSITO N.C.P.,5099,"Bienes duraderos, no clasificados en otra parte",5099
521009,OTROS SERVICIOS DE ALMACENAMIENTO Y DEPÓSITO N.C.P.,7399,"Servicios comerciales, no clasificados en otra parte",7399
522110,EXPLOTACIÓN DE TERMINALES TERRESTRES DE PASAJEROS,4111,"Transporte de pasajeros local/suburbano: ferrocarriles, ferries y transporte acuático local.",4111
522110,EXPLOTACIÓN DE TERMINALES TERRESTRES DE PASAJEROS,4722,Agencias de viajes y operaciones turísticas,4722
522110,EXPLOTACIÓN DE TERMINALES TERRESTRES DE PASAJEROS,4789,"Servicios de transporte, no clasificados en otra parte)",4789
522110,EXPLOTACIÓN DE TERMINALES TERRESTRES DE PASAJEROS,7399,"Servicios comerciales, no clasificados en otra parte",7399
522120,EXPLOTACIÓN DE ESTACIONAMIENTOS DE VEHÍCULOS AUTOMOTORES Y PARQUÍMETROS,7512,Empresas de alquiler de coches (no enumeradas a continuación),7512
522120,EXPLOTACIÓN DE ESTACIONAMIENTOS DE VEHÍCULOS AUTOMOTORES Y PARQUÍMETROS,7523,Estacionamientos y garajes para automóviles,7523
522130,SERVICIOS PRESTADOS POR CONCESIONARIOS DE CARRETERAS,4784,Tarifas de peajes y puentes,4784
522130,SERVICIOS PRESTADOS POR CONCESIONARIOS DE CARRETERAS,7549,Servicios de remolque,7549
522190,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE TERRESTRE N.C.P.,4214,"Transportistas de carga, empresas de mudanzas y almacenamiento, transporte por carretera (local/larga distancia), servicios de entrega (local)",4214
522190,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE TERRESTRE N.C.P.,4789,"Servicios de transporte, no clasificados en otra parte)",4789
522200,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE ACUÁTICO,4457,Alquiler y arrendamiento de embarcaciones,4457
522200,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE ACUÁTICO,4468,"Puertos deportivos, servicios marítimos y suministros",4468
522200,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE ACUÁTICO,4789,"Servicios de transporte, no clasificados en otra parte)",4789
522300,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE AÉREO,4511,"Aerolíneas, transportistas aéreos (no enumerados en otra parte)",4511
522300,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE AÉREO,4582,"Aeropuertos, terminales de aeropuertos, campos de vuelo",4582
522300,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE AÉREO,4722,Agencias de viajes y operaciones turísticas,4722
522300,ACTIVIDADES DE SERVICIOS VINCULADAS AL TRANSPORTE AÉREO,4789,"Servicios de transporte, no clasificados en otra parte)",4789
522400,MANIPULACIÓN DE LA CARGA,4214,"Transportistas de carga, empresas de mudanzas y almacenamiento, transporte por carretera (local/larga distancia), servicios de entrega (local)",4214
522400,MANIPULACIÓN DE LA CARGA,4225,"Depósito público, Almacenamiento",4225
522400,MANIPULACIÓN DE LA CARGA,4468,"Puertos deportivos, servicios marítimos y suministros",4468
522400,MANIPULACIÓN DE LA CARGA,4582,"Aeropuertos, terminales de aeropuertos, campos de vuelo",4582
522400,MANIPULACIÓN DE LA CARGA,4789,"Servicios de transporte, no clasificados en otra parte)",4789
522910,AGENCIAS DE ADUANAS,4582,"Aeropuertos, terminales de aeropuertos, campos de vuelo",4582
522910,AGENCIAS DE ADUANAS,7399,"Servicios comerciales, no clasificados en otra parte",7399
522920,AGENCIAS DE NAVES,4468,"Puertos deportivos, servicios marítimos y suministros",4468
522920,AGENCIAS DE NAVES,4789,"Servicios de transporte, no clasificados en otra parte)",4789
522920,AGENCIAS DE NAVES,7399,"Servicios comerciales, no clasificados en otra parte",7399
522990,OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE N.C.P.,4111,"Transporte de pasajeros local/suburbano: ferrocarriles, ferries y transporte acuático local.",4111
522990,OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE N.C.P.,4214,"Transportistas de carga, empresas de mudanzas y almacenamiento, transporte por carretera (local/larga distancia), servicios de entrega (local)",4214
522990,OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE N.C.P.,4582,"Aeropuertos, terminales de aeropuertos, campos de vuelo",4582
522990,OTRAS ACTIVIDADES DE APOYO AL TRANSPORTE N.C.P.,4789,"Servicios de transporte, no clasificados en otra parte)",4789
531000,ACTIVIDADES POSTALES,4214,"Transportistas de carga, empresas de mudanzas y almacenamiento, transporte por carretera (local/larga distancia), servicios de entrega (local)",4214
531000,ACTIVIDADES POSTALES,4789,"Servicios de transporte, no clasificados en otra parte)",4789
531000,ACTIVIDADES POSTALES,7399,"Servicios comerciales, no clasificados en otra parte",7399
531000,ACTIVIDADES POSTALES,9402,Servicios postales: solo para el gobierno,9402
532000,ACTIVIDADES DE MENSAJERÍA,4214,"Transportistas de carga, empresas de mudanzas y almacenamiento, transporte por carretera (local/larga distancia), servicios de entrega (local)",4214
532000,ACTIVIDADES DE MENSAJERÍA,4789,"Servicios de transporte, no clasificados en otra parte)",4789
532000,ACTIVIDADES DE MENSAJERÍA,7399,"Servicios comerciales, no clasificados en otra parte",7399
532000,ACTIVIDADES DE MENSAJERÍA,9402,Servicios postales: solo para el gobierno,9402
551001,ACTIVIDADES DE HOTELES,7011,"Alojamiento: hoteles, moteles, complejos turísticos, servicios centrales de reserva (no clasificados en otra parte)",7011
551002,ACTIVIDADES DE MOTELES,7011,"Alojamiento: hoteles, moteles, complejos turísticos, servicios centrales de reserva (no clasificados en otra parte)",7011
551003,ACTIVIDADES DE RESIDENCIALES PARA TURISTAS,7011,"Alojamiento: hoteles, moteles, complejos turísticos, servicios centrales de reserva (no clasificados en otra parte)",7011
551009,OTRAS ACTIVIDADES DE ALOJAMIENTO PARA TURISTAS N.C.P.,7011,"Alojamiento: hoteles, moteles, complejos turísticos, servicios centrales de reserva (no clasificados en otra parte)",7011
552000,ACTIVIDADES DE CAMPING Y DE PARQUES PARA CASAS RODANTES,7033,Parques de casas rodantes y terrenos para acampar,7033
559001,ACTIVIDADES DE RESIDENCIALES PARA ESTUDIANTES Y TRABAJADORES,7011,"Alojamiento: hoteles, moteles, complejos turísticos, servicios centrales de reserva (no clasificados en otra parte)",7011
559009,OTRAS ACTIVIDADES DE ALOJAMIENTO N.C.P.,7011,"Alojamiento: hoteles, moteles, complejos turísticos, servicios centrales de reserva (no clasificados en otra parte)",7011
559009,OTRAS ACTIVIDADES DE ALOJAMIENTO N.C.P.,7033,Parques de casas rodantes y terrenos para acampar,7033
561000,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,5811,empresas de catering,5811
561000,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,5812,Lugares para comer y restaurantes,5812
561000,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,5813,"Locales para beber (Bebidas Alcohólicas), Bares, Tabernas, Coctelerías, Centros nocturnos y Discotecas",5813
561000,ACTIVIDADES DE RESTAURANTES Y DE SERVICIO MÓVIL DE COMIDAS,5814,Restaurantes de comida rápida,5814
562100,SUMINISTRO DE COMIDAS POR ENCARGO (SERVICIOS DE BANQUETERÍA),5811,empresas de catering,5811
562900,SUMINISTRO INDUSTRIAL DE COMIDAS POR ENCARGO; CONCESIÓN DE SERVICIOS DE ALIMENTACIÓN,5811,empresas de catering,5811
562900,SUMINISTRO INDUSTRIAL DE COMIDAS POR ENCARGO; CONCESIÓN DE SERVICIOS DE ALIMENTACIÓN,5812,Lugares para comer y restaurantes,5812
563001,"ACTIVIDADES DE DISCOTECAS Y CABARET (NIGHT CLUB), CON PREDOMINIO DEL SERVICIO DE BEBIDAS",5813,"Locales para beber (Bebidas Alcohólicas), Bares, Tabernas, Coctelerías, Centros nocturnos y Discotecas",5813
563009,OTRAS ACTIVIDADES DE SERVICIO DE BEBIDAS N.C.P.,5813,"Locales para beber (Bebidas Alcohólicas), Bares, Tabernas, Coctelerías, Centros nocturnos y Discotecas",5813
581100,EDICIÓN DE LIBROS,2741,Publicaciones e imprentas varias,2741
581100,EDICIÓN DE LIBROS,5192,"Libros, publicaciones periódicas y periódicos",5192
581100,EDICIÓN DE LIBROS,5815,"Productos digitales: medios, libros, películas, música",5815
581100,EDICIÓN DE LIBROS,5942,Librerías,5942
581200,EDICIÓN DE DIRECTORIOS Y LISTAS DE CORREO,2741,Publicaciones e imprentas varias,2741
581900,OTRAS ACTIVIDADES DE EDICIÓN,2741,Publicaciones e imprentas varias,2741
581900,OTRAS ACTIVIDADES DE EDICIÓN,5192,"Libros, publicaciones periódicas y periódicos",5192
581900,OTRAS ACTIVIDADES DE EDICIÓN,5815,"Productos digitales: medios, libros, películas, música",5815
581900,OTRAS ACTIVIDADES DE EDICIÓN,7338,"Servicios rápidos de copia, reproducción y planos",7338
582000,EDICIÓN DE PROGRAMAS INFORMÁTICOS,5734,Tiendas de software informático,5734
582000,EDICIÓN DE PROGRAMAS INFORMÁTICOS,7372,"Servicios de programación informática, diseño de sistemas integrados y procesamiento de datos",7372
591100,"ACTIVIDADES DE PRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN",7829,Producción y distribución de películas y cintas de vídeo,7829
591200,"ACTIVIDADES DE POSTPRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN",7399,"Servicios comerciales, no clasificados en otra parte",7399
591200,"ACTIVIDADES DE POSTPRODUCCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN",7829,Producción y distribución de películas y cintas de vídeo,7829
591300,"ACTIVIDADES DE DISTRIBUCIÓN DE PELÍCULAS CINEMATOGRÁFICAS, VIDEOS Y PROGRAMAS DE TELEVISIÓN",7829,Producción y distribución de películas y cintas de vídeo,7829
591400,ACTIVIDADES DE EXHIBICIÓN DE PELÍCULAS CINEMATOGRÁFICAS Y CINTAS DE VIDEO,7832,Cines cinematográficos,7832
591400,ACTIVIDADES DE EXHIBICIÓN DE PELÍCULAS CINEMATOGRÁFICAS Y CINTAS DE VIDEO,7999,Servicios de recreación (no clasificados en otra parte),7999
592000,ACTIVIDADES DE GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA,7399,"Servicios comerciales, no clasificados en otra parte",7399
592000,ACTIVIDADES DE GRABACIÓN DE SONIDO Y EDICIÓN DE MÚSICA,7929,"Bandas, orquestas y artistas diversos (no clasificados en otra parte)",7929
601000,TRANSMISIONES DE RADIO,7399,"Servicios comerciales, no clasificados en otra parte",7399
602000,PROGRAMACIÓN Y TRANSMISIONES DE TELEVISIÓN,4899,Cable y otras televisiones de pago (anteriormente Servicios de Cable),4899
602000,PROGRAMACIÓN Y TRANSMISIONES DE TELEVISIÓN,7829,Producción y distribución de películas y cintas de vídeo,7829
611010,TELEFONÍA FIJA,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
611020,TELEFONÍA LARGA DISTANCIA,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
611030,TELEVISIÓN DE PAGO POR CABLE,4899,Cable y otras televisiones de pago (anteriormente Servicios de Cable),4899
611090,OTROS SERVICIOS DE TELECOMUNICACIONES ALÁMBRICAS N.C.P.,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
611090,OTROS SERVICIOS DE TELECOMUNICACIONES ALÁMBRICAS N.C.P.,4816,Servicios de redes informáticas,4816
611090,OTROS SERVICIOS DE TELECOMUNICACIONES ALÁMBRICAS N.C.P.,4899,Cable y otras televisiones de pago (anteriormente Servicios de Cable),4899
612010,TELEFONÍA MÓVIL CELULAR,4812,"Equipos de telecomunicaciones, incluida la venta de teléfonos.",4812
612010,TELEFONÍA MÓVIL CELULAR,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
612020,RADIOCOMUNICACIONES MÓVILES,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
612020,RADIOCOMUNICACIONES MÓVILES,7399,"Servicios comerciales, no clasificados en otra parte",7399
612030,TELEVISIÓN DE PAGO INALÁMBRICA,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
612030,TELEVISIÓN DE PAGO INALÁMBRICA,4899,Cable y otras televisiones de pago (anteriormente Servicios de Cable),4899
612030,TELEVISIÓN DE PAGO INALÁMBRICA,7829,Producción y distribución de películas y cintas de vídeo,7829
612090,OTROS SERVICIOS DE TELECOMUNICACIONES INALÁMBRICAS N.C.P.,4812,"Equipos de telecomunicaciones, incluida la venta de teléfonos.",4812
612090,OTROS SERVICIOS DE TELECOMUNICACIONES INALÁMBRICAS N.C.P.,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
612090,OTROS SERVICIOS DE TELECOMUNICACIONES INALÁMBRICAS N.C.P.,4816,Servicios de redes informáticas,4816
612090,OTROS SERVICIOS DE TELECOMUNICACIONES INALÁMBRICAS N.C.P.,4899,Cable y otras televisiones de pago (anteriormente Servicios de Cable),4899
613010,TELEFONÍA MÓVIL SATELITAL,4812,"Equipos de telecomunicaciones, incluida la venta de teléfonos.",4812
613010,TELEFONÍA MÓVIL SATELITAL,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
613020,TELEVISIÓN DE PAGO SATELITAL,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
613020,TELEVISIÓN DE PAGO SATELITAL,4899,Cable y otras televisiones de pago (anteriormente Servicios de Cable),4899
613020,TELEVISIÓN DE PAGO SATELITAL,7829,Producción y distribución de películas y cintas de vídeo,7829
613090,OTROS SERVICIOS DE TELECOMUNICACIONES POR SATÉLITE N.C.P.,4812,"Equipos de telecomunicaciones, incluida la venta de teléfonos.",4812
613090,OTROS SERVICIOS DE TELECOMUNICACIONES POR SATÉLITE N.C.P.,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
619010,CENTROS DE LLAMADOS Y CENTROS DE ACCESO A INTERNET,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
619010,CENTROS DE LLAMADOS Y CENTROS DE ACCESO A INTERNET,4816,Servicios de redes informáticas,4816
619090,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,4812,"Equipos de telecomunicaciones, incluida la venta de teléfonos.",4812
619090,OTRAS ACTIVIDADES DE TELECOMUNICACIONES N.C.P.,4814,"Servicios de fax, Servicios de telecomunicaciones",4814
620100,ACTIVIDADES DE PROGRAMACIÓN INFORMÁTICA,5734,Tiendas de software informático,5734
620100,ACTIVIDADES DE PROGRAMACIÓN INFORMÁTICA,7372,"Servicios de programación informática, diseño de sistemas integrados y procesamiento de datos",7372
620200,ACTIVIDADES DE CONSULTORÍA DE INFORMÁTICA Y DE GESTIÓN DE INSTALACIONES INFORMÁTICAS,4816,Servicios de redes informáticas,4816
620200,ACTIVIDADES DE CONSULTORÍA DE INFORMÁTICA Y DE GESTIÓN DE INSTALACIONES INFORMÁTICAS,5734,Tiendas de software informático,5734
620200,ACTIVIDADES DE CONSULTORÍA DE INFORMÁTICA Y DE GESTIÓN DE INSTALACIONES INFORMÁTICAS,7372,"Servicios de programación informática, diseño de sistemas integrados y procesamiento de datos",7372
620900,OTRAS ACTIVIDADES DE TECNOLOGÍA DE LA INFORMACIÓN Y DE SERVICIOS INFORMÁTICOS,4816,Servicios de redes informáticas,4816
620900,OTRAS ACTIVIDADES DE TECNOLOGÍA DE LA INFORMACIÓN Y DE SERVICIOS INFORMÁTICOS,5734,Tiendas de software informático,5734
620900,OTRAS ACTIVIDADES DE TECNOLOGÍA DE LA INFORMACIÓN Y DE SERVICIOS INFORMÁTICOS,7372,"Servicios de programación informática, diseño de sistemas integrados y procesamiento de datos",7372
631100,"PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTIVIDADES CONEXAS",4816,Servicios de redes informáticas,4816
631100,"PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTIVIDADES CONEXAS",5734,Tiendas de software informático,5734
631100,"PROCESAMIENTO DE DATOS, HOSPEDAJE Y ACTIVIDADES CONEXAS",7372,"Servicios de programación informática, diseño de sistemas integrados y procesamiento de datos",7372
631200,PORTALES WEB,7311,Servicios de publicidad,7311
631200,PORTALES WEB,7372,"Servicios de programación informática, diseño de sistemas integrados y procesamiento de datos",7372
639100,ACTIVIDADES DE AGENCIAS DE NOTICIAS,2741,Publicaciones e imprentas varias,2741
639100,ACTIVIDADES DE AGENCIAS DE NOTICIAS,5815,"Productos digitales: medios, libros, películas, música",5815
639100,ACTIVIDADES DE AGENCIAS DE NOTICIAS,7399,"Servicios comerciales, no clasificados en otra parte",7399
639900,OTRAS ACTIVIDADES DE SERVICIOS DE INFORMACIÓN N.C.P.,2741,Publicaciones e imprentas varias,2741
639900,OTRAS ACTIVIDADES DE SERVICIOS DE INFORMACIÓN N.C.P.,5815,"Productos digitales: medios, libros, películas, música",5815
639900,OTRAS ACTIVIDADES DE SERVICIOS DE INFORMACIÓN N.C.P.,7311,Servicios de publicidad,7311
639900,OTRAS ACTIVIDADES DE SERVICIOS DE INFORMACIÓN N.C.P.,7372,"Servicios de programación informática, diseño de sistemas integrados y procesamiento de datos",7372
641100,BANCA CENTRAL,4829,Giros postales – Transferencia bancaria,4829
641100,BANCA CENTRAL,6010,Instituciones financieras – Desembolsos manuales de efectivo,6010
641100,BANCA CENTRAL,6011,Instituciones financieras – Desembolsos manuales de efectivo,6011
641100,BANCA CENTRAL,9399,Servicios gubernamentales (no clasificados en otra parte),9399
641910,ACTIVIDADES BANCARIAS,4829,Giros postales – Transferencia bancaria,4829
641910,ACTIVIDADES BANCARIAS,6010,Instituciones financieras – Desembolsos manuales de efectivo,6010
641910,ACTIVIDADES BANCARIAS,6011,Instituciones financieras – Desembolsos manuales de efectivo,6011
641910,ACTIVIDADES BANCARIAS,6012,Instituciones Financieras – Mercancías y Servicios,6012
641990,OTROS TIPOS DE INTERMEDIACIÓN MONETARIA N.C.P.,4829,Giros postales – Transferencia bancaria,4829
641990,OTROS TIPOS DE INTERMEDIACIÓN MONETARIA N.C.P.,6010,Instituciones financieras – Desembolsos manuales de efectivo,6010
641990,OTROS TIPOS DE INTERMEDIACIÓN MONETARIA N.C.P.,6011,Instituciones financieras – Desembolsos manuales de efectivo,6011
641990,OTROS TIPOS DE INTERMEDIACIÓN MONETARIA N.C.P.,6012,Instituciones Financieras – Mercancías y Servicios,6012
641990,OTROS TIPOS DE INTERMEDIACIÓN MONETARIA N.C.P.,7399,"Servicios comerciales, no clasificados en otra parte",7399
642000,ACTIVIDADES DE SOCIEDADES DE CARTERA,6012,Instituciones Financieras – Mercancías y Servicios,6012
643000,FONDOS Y SOCIEDADES DE INVERSIÓN Y ENTIDADES FINANCIERAS SIMILARES,4829,Giros postales – Transferencia bancaria,4829
643000,FONDOS Y SOCIEDADES DE INVERSIÓN Y ENTIDADES FINANCIERAS SIMILARES,6010,Instituciones financieras – Desembolsos manuales de efectivo,6010
643000,FONDOS Y SOCIEDADES DE INVERSIÓN Y ENTIDADES FINANCIERAS SIMILARES,6011,Instituciones financieras – Desembolsos manuales de efectivo,6011
643000,FONDOS Y SOCIEDADES DE INVERSIÓN Y ENTIDADES FINANCIERAS SIMILARES,6012,Instituciones Financieras – Mercancías y Servicios,6012
643000,FONDOS Y SOCIEDADES DE INVERSIÓN Y ENTIDADES FINANCIERAS SIMILARES,6211,Corredores/distribuidores de seguridad,6211
649100,LEASING FINANCIERO,6012,Instituciones Financieras – Mercancías y Servicios,6012
649100,LEASING FINANCIERO,6513,Agentes y Gestores Inmobiliarios - Alquileres,6513
649100,LEASING FINANCIERO,7394,"Servicios de alquiler y arrendamiento de equipos, alquiler de herramientas, alquiler de muebles y alquiler de electrodomésticos",7394
649201,FINANCIERAS,6012,Instituciones Financieras – Mercancías y Servicios,6012
649201,FINANCIERAS,6211,Corredores/distribuidores de seguridad,6211
649201,FINANCIERAS,6300,"Ventas, suscripción y primas de seguros",6300
649201,FINANCIERAS,7322,Agencia de cobro de deudas,7322
649201,FINANCIERAS,7399,"Servicios comerciales, no clasificados en otra parte",7399
649202,ACTIVIDADES DE CRÉDITO PRENDARIO,5933,Casas de empeño y depósitos de salvamento,5933
649202,ACTIVIDADES DE CRÉDITO PRENDARIO,6012,Instituciones Financieras – Mercancías y Servicios,6012
